Municipios;Edad (grupos quinquenales);Sexo;Periodo;Total
32054 Ourense;Todas las edades;Total;1 de enero de 2022;103.756
27038 Ourol;Todas las edades;Total;1 de enero de 2022;999
27039 Outeiro de Rei;Todas las edades;Total;1 de enero de 2022;5.296
15062 Outes;Todas las edades;Total;1 de enero de 2022;6.108
33044 Oviedo;Todas las edades;Total;1 de enero de 2022;215.167
01043 Oyón-Oion;Todas las edades;Total;1 de enero de 2022;3.408
15063 Oza dos Ríos;Todas las edades;Total;1 de enero de 2022;""
15902 Oza-Cesuras;Todas las edades;Total;1 de enero de 2022;5.247
08154 Pacs del Penedès;Todas las edades;Total;1 de enero de 2022;935
15064 Paderne;Todas las edades;Total;1 de enero de 2022;2.420
32055 Paderne de Allariz;Todas las edades;Total;1 de enero de 2022;1.395
05176 Padiernos;Todas las edades;Total;1 de enero de 2022;287
09242 Padilla de Abajo;Todas las edades;Total;1 de enero de 2022;70
09243 Padilla de Arriba;Todas las edades;Total;1 de enero de 2022;84
32056 Padrenda;Todas las edades;Total;1 de enero de 2022;1.637
15065 Padrón;Todas las edades;Total;1 de enero de 2022;8.349
09244 Padrones de Bureba;Todas las edades;Total;1 de enero de 2022;47
18150 Padul;Todas las edades;Total;1 de enero de 2022;9.158
04071 Padules;Todas las edades;Total;1 de enero de 2022;424
46186 Paiporta;Todas las edades;Total;1 de enero de 2022;26.567
35015 Pájara;Todas las edades;Total;1 de enero de 2022;20.751
40154 Pajarejos;Todas las edades;Total;1 de enero de 2022;24
05177 Pajares de Adaja;Todas las edades;Total;1 de enero de 2022;127
37225 Pajares de la Laguna;Todas las edades;Total;1 de enero de 2022;104
49141 Pajares de la Lampreana;Todas las edades;Total;1 de enero de 2022;287
24107 Pajares de los Oteros;Todas las edades;Total;1 de enero de 2022;235
16146 Pajarón;Todas las edades;Total;1 de enero de 2022;77
16147 Pajaroncillo;Todas las edades;Total;1 de enero de 2022;63
05178 Palacios de Goda;Todas las edades;Total;1 de enero de 2022;384
09246 Palacios de la Sierra;Todas las edades;Total;1 de enero de 2022;710
24108 Palacios de la Valduerna;Todas las edades;Total;1 de enero de 2022;366
09247 Palacios de Riopisuerga;Todas las edades;Total;1 de enero de 2022;21
49143 Palacios de Sanabria;Todas las edades;Total;1 de enero de 2022;246
37226 Palacios del Arzobispo;Todas las edades;Total;1 de enero de 2022;159
49142 Palacios del Pan;Todas las edades;Total;1 de enero de 2022;252
24109 Palacios del Sil;Todas las edades;Total;1 de enero de 2022;886
41069 Palacios y Villafranca, Los;Todas las edades;Total;1 de enero de 2022;38.662
37228 Palaciosrubios;Todas las edades;Total;1 de enero de 2022;322
08155 Palafolls;Todas las edades;Total;1 de enero de 2022;9.661
17117 Palafrugell;Todas las edades;Total;1 de enero de 2022;23.396
17118 Palamós;Todas las edades;Total;1 de enero de 2022;18.145
12087 Palanques;Todas las edades;Total;1 de enero de 2022;38
27040 Palas de Rei;Todas las edades;Total;1 de enero de 2022;3.319
25158 Palau d'Anglesola, El;Todas las edades;Total;1 de enero de 2022;2.191
17119 Palau de Santa Eulàlia;Todas las edades;Total;1 de enero de 2022;115
17121 Palau-sator;Todas las edades;Total;1 de enero de 2022;327
17120 Palau-saverdera;Todas las edades;Total;1 de enero de 2022;1.472
08156 Palau-solità i Plegamans;Todas las edades;Total;1 de enero de 2022;14.911
47109 Palazuelo de Vedija;Todas las edades;Total;1 de enero de 2022;168
40155 Palazuelos de Eresma;Todas las edades;Total;1 de enero de 2022;5.743
09248 Palazuelos de la Sierra;Todas las edades;Total;1 de enero de 2022;92
09249 Palazuelos de Muñó;Todas las edades;Total;1 de enero de 2022;55
34120 Palencia;Todas las edades;Total;1 de enero de 2022;76.302
37229 Palencia de Negrilla;Todas las edades;Total;1 de enero de 2022;147
14048 Palenciana;Todas las edades;Total;1 de enero de 2022;1.461
34121 Palenzuela;Todas las edades;Total;1 de enero de 2022;212
43100 Pallaresos, Els;Todas las edades;Total;1 de enero de 2022;4.930
08157 Pallejà;Todas las edades;Total;1 de enero de 2022;11.593
07040 Palma;Todas las edades;Total;1 de enero de 2022;415.940
08905 Palma de Cervelló, La;Todas las edades;Total;1 de enero de 2022;3.026
46187 Palma de Gandía;Todas las edades;Total;1 de enero de 2022;1.686
43099 Palma d'Ebre, La;Todas las edades;Total;1 de enero de 2022;341
21054 Palma del Condado, La;Todas las edades;Total;1 de enero de 2022;10.770
14049 Palma del Río;Todas las edades;Total;1 de enero de 2022;20.810
19208 Pálmaces de Jadraque;Todas las edades;Total;1 de enero de 2022;42
41904 Palmar de Troya, El;Todas las edades;Total;1 de enero de 2022;2.343
35016 Palmas de Gran Canaria, Las;Todas las edades;Total;1 de enero de 2022;378.797
46188 Palmera;Todas las edades;Total;1 de enero de 2022;1.040
22168 Palo;Todas las edades;Total;1 de enero de 2022;30
17123 Palol de Revardit;Todas las edades;Total;1 de enero de 2022;457
44176 Palomar de Arroyos;Todas las edades;Total;1 de enero de 2022;172
46189 Palomar, el;Todas las edades;Total;1 de enero de 2022;566
16148 Palomares del Campo;Todas las edades;Total;1 de enero de 2022;560
41070 Palomares del Río;Todas las edades;Total;1 de enero de 2022;9.083
06098 Palomas;Todas las edades;Total;1 de enero de 2022;662
45127 Palomeque;Todas las edades;Total;1 de enero de 2022;1.126
16149 Palomera;Todas las edades;Total;1 de enero de 2022;169
10137 Palomero;Todas las edades;Total;1 de enero de 2022;391
21055 Palos de la Frontera;Todas las edades;Total;1 de enero de 2022;12.483
17124 Pals;Todas las edades;Total;1 de enero de 2022;2.548
18151 Pampaneira;Todas las edades;Total;1 de enero de 2022;319
09250 Pampliega;Todas las edades;Total;1 de enero de 2022;286
31201 Pamplona/Iruña;Todas las edades;Total;1 de enero de 2022;203.418
09251 Pancorbo;Todas las edades;Total;1 de enero de 2022;421
44177 Pancrudo;Todas las edades;Total;1 de enero de 2022;123
50200 Paniza;Todas las edades;Total;1 de enero de 2022;604
22170 Panticosa;Todas las edades;Total;1 de enero de 2022;887
45128 Pantoja;Todas las edades;Total;1 de enero de 2022;3.506
27041 Pantón;Todas las edades;Total;1 de enero de 2022;2.435
05179 Papatrigo;Todas las edades;Total;1 de enero de 2022;230
08158 Papiol, El;Todas las edades;Total;1 de enero de 2022;4.274
16150 Paracuellos;Todas las edades;Total;1 de enero de 2022;96
28104 Paracuellos de Jarama;Todas las edades;Total;1 de enero de 2022;26.450
50201 Paracuellos de Jiloca;Todas las edades;Total;1 de enero de 2022;582
50202 Paracuellos de la Ribera;Todas las edades;Total;1 de enero de 2022;129
37230 Parada de Arriba;Todas las edades;Total;1 de enero de 2022;262
37231 Parada de Rubiales;Todas las edades;Total;1 de enero de 2022;258
32057 Parada de Sil;Todas las edades;Total;1 de enero de 2022;531
41071 Paradas;Todas las edades;Total;1 de enero de 2022;6.832
27042 Paradela;Todas las edades;Total;1 de enero de 2022;1.683
37232 Paradinas de San Juan;Todas las edades;Total;1 de enero de 2022;395
34122 Páramo de Boedo;Todas las edades;Total;1 de enero de 2022;105
24110 Páramo del Sil;Todas las edades;Total;1 de enero de 2022;1.217
27043 Páramo, O;Todas las edades;Total;1 de enero de 2022;1.322
29077 Parauta;Todas las edades;Total;1 de enero de 2022;272
03100 Parcent;Todas las edades;Total;1 de enero de 2022;997
09253 Pardilla;Todas las edades;Total;1 de enero de 2022;119
17125 Pardines;Todas las edades;Total;1 de enero de 2022;165
19209 Pardos;Todas las edades;Total;1 de enero de 2022;39
16151 Paredes;Todas las edades;Total;1 de enero de 2022;55
45129 Paredes de Escalona;Todas las edades;Total;1 de enero de 2022;122
34123 Paredes de Nava;Todas las edades;Total;1 de enero de 2022;1.899
19210 Paredes de Sigüenza;Todas las edades;Total;1 de enero de 2022;23
19211 Pareja;Todas las edades;Total;1 de enero de 2022;463
08159 Parets del Vallès;Todas las edades;Total;1 de enero de 2022;18.889
28106 Parla;Todas las edades;Total;1 de enero de 2022;130.577
17126 Parlavà;Todas las edades;Total;1 de enero de 2022;415
16152 Parra de las Vegas, La;Todas las edades;Total;1 de enero de 2022;33
06099 Parra, La;Todas las edades;Total;1 de enero de 2022;1.302
05180 Parral, El;Todas las edades;Total;1 de enero de 2022;59
44178 Parras de Castellote, Las;Todas las edades;Total;1 de enero de 2022;60
33045 Parres;Todas las edades;Total;1 de enero de 2022;5.233
47110 Parrilla, La;Todas las edades;Total;1 de enero de 2022;487
45130 Parrillas;Todas las edades;Total;1 de enero de 2022;337
04072 Partaloa;Todas las edades;Total;1 de enero de 2022;1.003
09255 Partido de la Sierra en Tobalina;Todas las edades;Total;1 de enero de 2022;81
20064 Pasaia;Todas las edades;Total;1 de enero de 2022;15.711
10138 Pasarón de la Vera;Todas las edades;Total;1 de enero de 2022;600
05181 Pascualcobo;Todas las edades;Total;1 de enero de 2022;42
38027 Paso, El;Todas las edades;Total;1 de enero de 2022;7.901
43101 Passanant i Belltall;Todas las edades;Total;1 de enero de 2022;170
37233 Pastores;Todas las edades;Total;1 de enero de 2022;52
27044 Pastoriza, A;Todas las edades;Total;1 de enero de 2022;2.879
19212 Pastrana;Todas las edades;Total;1 de enero de 2022;850
50203 Pastriz;Todas las edades;Total;1 de enero de 2022;1.300
46190 Paterna;Todas las edades;Total;1 de enero de 2022;71.880
11025 Paterna de Rivera;Todas las edades;Total;1 de enero de 2022;5.451
21056 Paterna del Campo;Todas las edades;Total;1 de enero de 2022;3.478
02058 Paterna del Madera;Todas las edades;Total;1 de enero de 2022;329
04073 Paterna del Río;Todas las edades;Total;1 de enero de 2022;395
28107 Patones;Todas las edades;Total;1 de enero de 2022;536
17128 Pau;Todas las edades;Total;1 de enero de 2022;579
43102 Paüls;Todas las edades;Total;1 de enero de 2022;566
12088 Pavías;Todas las edades;Total;1 de enero de 2022;74
21057 Paymogo;Todas las edades;Total;1 de enero de 2022;1.124
34124 Payo de Ojeda;Todas las edades;Total;1 de enero de 2022;63
37234 Payo, El;Todas las edades;Total;1 de enero de 2022;305
36037 Pazos de Borbén;Todas las edades;Total;1 de enero de 2022;2.998
26113 Pazuengos;Todas las edades;Total;1 de enero de 2022;27
23066 Peal de Becerro;Todas las edades;Total;1 de enero de 2022;5.345
04074 Pechina;Todas las edades;Total;1 de enero de 2022;4.224
16153 Pedernoso, El;Todas las edades;Total;1 de enero de 2022;1.125
27045 Pedrafita do Cebreiro;Todas las edades;Total;1 de enero de 2022;936
47111 Pedraja de Portillo, La;Todas las edades;Total;1 de enero de 2022;1.138
47112 Pedrajas de San Esteban;Todas las edades;Total;1 de enero de 2022;3.371
46191 Pedralba;Todas las edades;Total;1 de enero de 2022;2.966
49145 Pedralba de la Pradería;Todas las edades;Total;1 de enero de 2022;212
40156 Pedraza;Todas las edades;Total;1 de enero de 2022;341
37235 Pedraza de Alba;Todas las edades;Total;1 de enero de 2022;218
34125 Pedraza de Campos;Todas las edades;Total;1 de enero de 2022;76
19213 Pedregal, El;Todas las edades;Total;1 de enero de 2022;63
03101 Pedreguer;Todas las edades;Total;1 de enero de 2022;8.280
41072 Pedrera;Todas las edades;Total;1 de enero de 2022;5.110
17129 Pedret i Marzà;Todas las edades;Total;1 de enero de 2022;181
28108 Pedrezuela;Todas las edades;Total;1 de enero de 2022;6.307
14050 Pedro Abad;Todas las edades;Total;1 de enero de 2022;2.809
05182 Pedro Bernardo;Todas las edades;Total;1 de enero de 2022;797
18152 Pedro Martínez;Todas las edades;Total;1 de enero de 2022;1.120
13061 Pedro Muñoz;Todas las edades;Total;1 de enero de 2022;7.480
14051 Pedroche;Todas las edades;Total;1 de enero de 2022;1.481
50204 Pedrola;Todas las edades;Total;1 de enero de 2022;3.625
16154 Pedroñeras, Las;Todas las edades;Total;1 de enero de 2022;6.583
05183 Pedro-Rodríguez;Todas las edades;Total;1 de enero de 2022;138
09256 Pedrosa de Duero;Todas las edades;Total;1 de enero de 2022;492
34126 Pedrosa de la Vega;Todas las edades;Total;1 de enero de 2022;298
09259 Pedrosa de Río Úrbel;Todas las edades;Total;1 de enero de 2022;258
09257 Pedrosa del Páramo;Todas las edades;Total;1 de enero de 2022;87
09258 Pedrosa del Príncipe;Todas las edades;Total;1 de enero de 2022;168
47113 Pedrosa del Rey;Todas las edades;Total;1 de enero de 2022;147
50205 Pedrosas, Las;Todas las edades;Total;1 de enero de 2022;97
37236 Pedrosillo de Alba;Todas las edades;Total;1 de enero de 2022;124
37237 Pedrosillo de los Aires;Todas las edades;Total;1 de enero de 2022;322
37238 Pedrosillo el Ralo;Todas las edades;Total;1 de enero de 2022;127
26114 Pedroso;Todas las edades;Total;1 de enero de 2022;89
10139 Pedroso de Acim;Todas las edades;Total;1 de enero de 2022;73
37239 Pedroso de la Armuña, El;Todas las edades;Total;1 de enero de 2022;211
41073 Pedroso, El;Todas las edades;Total;1 de enero de 2022;2.039
23067 Pegalajar;Todas las edades;Total;1 de enero de 2022;2.823
03102 Pego;Todas las edades;Total;1 de enero de 2022;10.295
49146 Pego, El;Todas las edades;Total;1 de enero de 2022;290
05184 Peguerinos;Todas las edades;Total;1 de enero de 2022;282
37240 Pelabravo;Todas las edades;Total;1 de enero de 2022;1.284
45131 Pelahustán;Todas las edades;Total;1 de enero de 2022;342
37241 Pelarrodríguez;Todas las edades;Total;1 de enero de 2022;166
37242 Pelayos;Todas las edades;Total;1 de enero de 2022;76
28109 Pelayos de la Presa;Todas las edades;Total;1 de enero de 2022;2.867
40157 Pelayos del Arroyo;Todas las edades;Total;1 de enero de 2022;46
49147 Peleagonzalo;Todas las edades;Total;1 de enero de 2022;270
49148 Peleas de Abajo;Todas las edades;Total;1 de enero de 2022;252
18153 Peligros;Todas las edades;Total;1 de enero de 2022;11.624
39048 Penagos;Todas las edades;Total;1 de enero de 2022;2.207
03103 Penàguila;Todas las edades;Total;1 de enero de 2022;287
25164 Penelles;Todas las edades;Total;1 de enero de 2022;430
12089 Peníscola/Peñíscola;Todas las edades;Total;1 de enero de 2022;8.210
37243 Peña, La;Todas las edades;Total;1 de enero de 2022;80
37244 Peñacaballera;Todas las edades;Total;1 de enero de 2022;142
01044 Peñacerrada-Urizaharra;Todas las edades;Total;1 de enero de 2022;310
47114 Peñafiel;Todas las edades;Total;1 de enero de 2022;5.104
41074 Peñaflor;Todas las edades;Total;1 de enero de 2022;3.685
47115 Peñaflor de Hornija;Todas las edades;Total;1 de enero de 2022;337
22172 Peñalba;Todas las edades;Total;1 de enero de 2022;757
05185 Peñalba de Ávila;Todas las edades;Total;1 de enero de 2022;109
19214 Peñalén;Todas las edades;Total;1 de enero de 2022;78
06100 Peñalsordo;Todas las edades;Total;1 de enero de 2022;851
19215 Peñalver;Todas las edades;Total;1 de enero de 2022;154
33046 Peñamellera Alta;Todas las edades;Total;1 de enero de 2022;529
33047 Peñamellera Baja;Todas las edades;Total;1 de enero de 2022;1.225
37245 Peñaparda;Todas las edades;Total;1 de enero de 2022;326
37246 Peñaranda de Bracamonte;Todas las edades;Total;1 de enero de 2022;6.099
09261 Peñaranda de Duero;Todas las edades;Total;1 de enero de 2022;510
37247 Peñarandilla;Todas las edades;Total;1 de enero de 2022;179
44179 Peñarroya de Tastavins;Todas las edades;Total;1 de enero de 2022;450
14052 Peñarroya-Pueblonuevo;Todas las edades;Total;1 de enero de 2022;10.419
39049 Peñarrubia;Todas las edades;Total;1 de enero de 2022;317
22173 Peñas de Riglos, Las;Todas las edades;Total;1 de enero de 2022;260
02060 Peñas de San Pedro;Todas las edades;Total;1 de enero de 2022;1.433
02059 Peñascosa;Todas las edades;Total;1 de enero de 2022;323
49149 Peñausende;Todas las edades;Total;1 de enero de 2022;361
45132 Pepino;Todas las edades;Total;1 de enero de 2022;3.003
49150 Peque;Todas las edades;Total;1 de enero de 2022;130
17130 Pera, La;Todas las edades;Total;1 de enero de 2022;438
44180 Peracense;Todas las edades;Total;1 de enero de 2022;78
08160 Perafita;Todas las edades;Total;1 de enero de 2022;418
43103 Perafort;Todas las edades;Total;1 de enero de 2022;1.292
09262 Peral de Arlanza;Todas las edades;Total;1 de enero de 2022;175
16155 Peral, El;Todas las edades;Total;1 de enero de 2022;650
17132 Peralada;Todas las edades;Total;1 de enero de 2022;1.974
10140 Peraleda de la Mata;Todas las edades;Total;1 de enero de 2022;1.416
10141 Peraleda de San Román;Todas las edades;Total;1 de enero de 2022;304
06101 Peraleda del Zaucejo;Todas las edades;Total;1 de enero de 2022;500
16156 Peraleja, La;Todas las edades;Total;1 de enero de 2022;97
44181 Peralejos;Todas las edades;Total;1 de enero de 2022;85
37248 Peralejos de Abajo;Todas las edades;Total;1 de enero de 2022;170
37249 Peralejos de Arriba;Todas las edades;Total;1 de enero de 2022;36
19216 Peralejos de las Truchas;Todas las edades;Total;1 de enero de 2022;149
34127 Perales;Todas las edades;Total;1 de enero de 2022;103
28110 Perales de Tajuña;Todas las edades;Total;1 de enero de 2022;3.117
44182 Perales del Alfambra;Todas las edades;Total;1 de enero de 2022;264
10142 Perales del Puerto;Todas las edades;Total;1 de enero de 2022;931
22174 Peralta de Alcofea;Todas las edades;Total;1 de enero de 2022;596
22175 Peralta de Calasanz;Todas las edades;Total;1 de enero de 2022;221
31202 Peralta/Azkoien;Todas las edades;Total;1 de enero de 2022;5.938
22176 Peraltilla;Todas las edades;Total;1 de enero de 2022;223
19217 Peralveche;Todas las edades;Total;1 de enero de 2022;47
25165 Peramola;Todas las edades;Total;1 de enero de 2022;348
24112 Peranzanes;Todas las edades;Total;1 de enero de 2022;264
